attention,key
87.17186737060547,2
69.89772033691406,2
52.91727066040039,2
48.76324462890625,2
45.59864044189453,2
42.98543167114258,2
41.9757194519043,2
43.8423957824707,2
47.860111236572266,2
51.392356872558594,2
53.48614501953125,2
52.96556854248047,2
54.09316635131836,2
55.324668884277344,2
58.23316955566406,2
60.7634391784668,2
62.68115997314453,2
60.32651138305664,2
57.86984634399414,2
54.84828186035156,2
54.31471252441406,2
54.257625579833984,2
54.09043884277344,2
53.8481330871582,2
54.06270217895508,2
55.5738525390625,2
58.30209732055664,2
59.40163040161133,2
59.27273178100586,2
59.132904052734375,2
61.4213981628418,0
58.9227409362793,0
54.86252975463867,0
53.64868927001953,0
51.590354919433594,0
48.93915939331055,0
48.31494140625,0
48.102230072021484,0
48.09223937988281,0
48.307586669921875,0
50.32515335083008,0
52.115447998046875,0
54.01274108886719,0
55.21104049682617,0
55.06039810180664,0
54.94472122192383,0
54.7697868347168,0
54.726036071777344,0
53.64614486694336,0
52.674747467041016,0
52.27824401855469,0
53.15104675292969,0
52.91680908203125,0
53.34287643432617,0
53.54129409790039,0
53.54151916503906,0
53.426727294921875,0
53.010372161865234,0
52.56437301635742,0
51.105709075927734,0
49.058204650878906,0
46.60776901245117,0
43.67736053466797,0
38.397281646728516,0
31.636587142944336,0
25.490022659301758,0
17.019826889038086,0
16.0739688873291,0
14.845256805419922,0
13.911383628845215,0
11.619550704956055,0
11.71823787689209,0
10.819786071777344,0
10.610466003417969,0
10.506915092468262,0
10.42754077911377,0
11.549822807312012,0
11.656085014343262,1
12.701813697814941,1
15.196758270263672,1
13.836601257324219,1
12.46358871459961,1
13.185078620910645,1
13.28432846069336,1
12.238160133361816,1
15.419171333312988,1
18.835264205932617,1
18.946773529052734,1
18.579835891723633,1
17.749019622802734,1
17.177209854125977,1
16.934925079345703,1
16.666763305664062,1
16.780441284179688,1
16.83607292175293,1
15.741750717163086,1
15.768294334411621,1
14.737640380859375,1
11.956887245178223,1
11.627296447753906,1
11.840169906616211,1
11.024984359741211,1
10.689126968383789,1
10.491035461425781,1
7.1980462074279785,1
3.8478546142578125,1
3.959904670715332,1
4.18235969543457,1
4.264869213104248,1
4.044627666473389,1
3.9452409744262695,1
3.822953462600708,1
3.770594596862793,1
3.7636301517486572,1
3.8331458568573,1
3.570798397064209,1
3.6273157596588135,1
3.7794294357299805,1
3.952448844909668,1
3.5761847496032715,1
3.660066604614258,1
3.6414296627044678,1
3.9138078689575195,2
3.7788054943084717,2
4.228811740875244,2
3.9180731773376465,2
3.5964596271514893,2
3.5164220333099365,2
4.801141262054443,2
7.7978386878967285,2
12.814898490905762,2
17.715898513793945,2
25.73755645751953,2
34.4064826965332,2
40.62703323364258,2
43.1720085144043,2
46.889678955078125,2
49.63829803466797,2
50.0976676940918,2
50.16648483276367,2
52.26455307006836,2
52.58039474487305,2
52.581390380859375,2
53.531864166259766,2
53.955745697021484,2
53.93190002441406,2
53.97724914550781,2
53.896156311035156,2
52.956974029541016,2
51.136932373046875,2
48.38473892211914,2
45.624576568603516,2
41.651371002197266,2
39.229759216308594,2
39.868255615234375,2
40.749996185302734,2
41.636199951171875,2
43.77718734741211,2
46.1008186340332,2
43.2712287902832,2
42.60870361328125,2
42.40797424316406,2
38.97686767578125,2
37.829166412353516,2
38.557613372802734,2
40.58137130737305,2
42.00732421875,2
43.64418029785156,0
44.030548095703125,0
46.90155792236328,0
49.2080078125,0
50.196533203125,0
48.85029602050781,0
47.23261260986328,0
43.41612243652344,0
38.28784942626953,0
36.47389221191406,0
37.76828384399414,0
39.068931579589844,0
43.72294616699219,0
47.42555236816406,0
48.578224182128906,0
49.8443717956543,0
51.8519172668457,0
51.24298095703125,0
