attention,key
9.954195976257324,1
9.462401390075684,1
9.481623649597168,1
9.912402153015137,1
11.693323135375977,1
13.14905071258545,1
13.765287399291992,1
15.194167137145996,1
,
15.519925117492676,0
15.635554313659668,0
15.496807098388672,0
15.362272262573242,0
15.321444511413574,0
15.222285270690918,0
15.427316665649414,0
15.503375053405762,0
14.096412658691406,0
16.954282760620117,0
18.523073196411133,0
26.20018768310547,0
34.01266860961914,0
38.937801361083984,0
38.169498443603516,0
35.112632751464844,0
,
32.89876174926758,2
38.8242073059082,2
42.23964309692383,2
42.81986999511719,2
42.71323776245117,2
43.06254577636719,2
44.22159194946289,2
45.238956451416016,2
47.235618591308594,2
50.20138168334961,2
51.8476448059082,2
52.6397819519043,2
51.93260955810547,2
51.206844329833984,2
49.170143127441406,2
,
45.91302490234375,2
43.337825775146484,2
46.51165008544922,2
49.3044319152832,2
51.48482131958008,2
51.10907745361328,2
51.18670654296875,2
52.52766799926758,2
54.140785217285156,2
56.70604705810547,2
60.255821228027344,2
62.8630485534668,2
63.834922790527344,2
59.2414436340332,2
54.94681930541992,2
,
54.23916244506836,1
53.71055221557617,1
53.685672760009766,1
53.718257904052734,1
53.694679260253906,1
53.50187301635742,1
52.068450927734375,1
50.173274993896484,1
48.017066955566406,1
44.939857482910156,1
39.797000885009766,1
34.0657958984375,1
26.880311965942383,1
18.58790397644043,1
14.113746643066406,1
,
11.690829277038574,0
8.000091552734375,0
7.9303202629089355,0
8.381498336791992,0
9.933186531066895,0
9.805084228515625,0
11.552498817443848,0
12.180712699890137,0
13.211716651916504,0
13.598536491394043,0
14.052177429199219,0
14.367330551147461,0
15.088550567626953,0
16.422964096069336,0
17.749492645263672,0
,
20.320632934570312,2
24.054670333862305,2
21.13778305053711,2
26.949913024902344,2
25.973981857299805,2
27.882150650024414,2
32.75260543823242,2
35.7463493347168,2
34.21250534057617,2
33.66141128540039,2
35.803855895996094,2
39.52872085571289,2
41.553428649902344,2
42.0257453918457,2
41.73607635498047,2
,
42.22746276855469,2
41.77316665649414,2
40.19587326049805,2
39.492149353027344,2
40.1828727722168,2
38.79637145996094,2
38.9901123046875,2
36.406063079833984,2
36.671573638916016,2
36.48103332519531,2
31.985563278198242,2
28.68834686279297,2
31.436145782470703,2
34.704673767089844,2
31.998455047607422,2
25.612247467041016,2
,
19.713430404663086,0
19.292097091674805,0
23.049591064453125,0
25.6231689453125,0
31.250654220581055,0
38.461517333984375,0
41.302791595458984,0
41.400550842285156,0
42.72080612182617,0
44.83317565917969,0
47.58124542236328,0
49.69953536987305,0
50.87398147583008,0
51.088558197021484,0
50.87754821777344,0
,
49.886783599853516,1
48.76021194458008,1
48.635536193847656,1
48.67019271850586,1
48.721656799316406,1
48.21329116821289,1
46.84581756591797,1
47.4714241027832,1
44.886497497558594,1
40.64661407470703,1
38.676631927490234,1
37.94977569580078,1
35.426795959472656,1
35.18553924560547,1
31.770719528198242,1
,
30.939706802368164,2
27.235225677490234,2
26.733304977416992,2
26.352502822875977,2
25.9566593170166,2
26.20084571838379,2
25.709566116333008,2
31.00982093811035,2
34.84749984741211,2
36.67820739746094,2
38.53679275512695,2
36.372711181640625,2
36.93718338012695,2
37.11807632446289,2
36.02838897705078,2
33.82404708862305,2
33.52233123779297,2
32.781944274902344,2
30.30367088317871,2
29.87673568725586,2
36.08510971069336,2
41.799556732177734,2
46.05550003051758,2
49.547569274902344,2
51.59648895263672,2
53.27332305908203,2
54.04523468017578,2
54.8007926940918,2
