attention,key
16.778226852416992,0
11.605685234069824,0
9.318838119506836,0
8.707450866699219,0
6.918054103851318,0
6.945044994354248,0
7.049673557281494,0
7.7255024909973145,0
8.960138320922852,0
13.409236907958984,0
16.295291900634766,0
17.552404403686523,0
23.573490142822266,0
23.44320297241211,0
20.859275817871094,0
20.126506805419922,0
28.59077262878418,0
34.80714797973633,0
36.6810188293457,0
38.18474578857422,0
38.970664978027344,0
39.061729431152344,0
39.7069091796875,0
40.64302444458008,0
42.31492233276367,0
45.45185852050781,0
48.08291244506836,0
47.51578140258789,0
43.813873291015625,0
38.690425872802734,0
35.785064697265625,0
32.85531234741211,2
34.070247650146484,2
34.176422119140625,2
34.61368942260742,2
29.937353134155273,2
26.863788604736328,2
26.686603546142578,2
26.744403839111328,2
30.407894134521484,2
32.23524475097656,2
35.04226303100586,2
37.12639617919922,2
38.48981475830078,2
37.69308853149414,2
37.178958892822266,2
40.89751434326172,2
44.09946823120117,2
46.73590850830078,2
48.253753662109375,2
47.68062210083008,2
46.97796630859375,2
47.33430862426758,2
47.48921585083008,2
48.60805892944336,2
50.40456008911133,2
51.582550048828125,2
51.60346984863281,2
52.79122543334961,2
53.2396125793457,2
54.13869857788086,2
53.23944091796875,2
52.12387466430664,2
50.39651107788086,2
49.326438903808594,2
49.06383514404297,2
50.26921463012695,2
51.712100982666016,2
51.830284118652344,2
53.04794692993164,2
54.49180221557617,2
57.00883483886719,2
59.598236083984375,2
60.14888000488281,2
56.03148651123047,2
54.296512603759766,2
53.486202239990234,2
51.92991256713867,2
51.025672912597656,2
48.625247955322266,2
49.77705383300781,2
50.294349670410156,2
50.37276840209961,2
49.77880859375,2
48.55839920043945,2
47.00178527832031,2
43.21470260620117,2
42.978660583496094,2
40.50292205810547,2
35.32805252075195,2
28.250686645507812,2
19.479415893554688,2
14.332991600036621,2
15.421171188354492,2
21.674829483032227,2
24.758474349975586,2
25.4881534576416,2
23.352415084838867,2
24.256193161010742,2
25.201906204223633,2
26.37736701965332,2
27.233333587646484,2
26.447996139526367,2
24.84111213684082,2
17.99843406677246,2
17.975984573364258,2
17.541305541992188,2
17.0719051361084,2
16.775711059570312,2
18.48754119873047,2
18.837596893310547,2
20.334531784057617,2
18.268198013305664,2
14.722982406616211,2
13.99820613861084,2
14.185467720031738,2
13.776714324951172,2
17.19561767578125,2
19.720012664794922,2
19.52191925048828,2
18.678516387939453,2
20.33686637878418,2
25.356138229370117,2
29.62989044189453,2
30.396272659301758,2
32.86863327026367,2
37.84701919555664,2
38.39799499511719,2
38.42034912109375,2
38.8826904296875,2
39.012088775634766,2
41.23571014404297,2
41.1489372253418,2
40.570858001708984,2
40.50437545776367,2
41.37055587768555,2
36.31391906738281,2
32.52668762207031,2
34.28783416748047,2
36.07920837402344,2
37.49578094482422,2
36.10847473144531,2
33.672088623046875,2
32.37034225463867,2
30.09644317626953,2
23.32341957092285,2
22.00664710998535,2
20.10108184814453,2
18.819244384765625,2
20.434404373168945,2
18.12750816345215,2
17.6538143157959,2
17.946868896484375,2
18.619991302490234,2
18.524494171142578,2
17.807796478271484,2
16.633081436157227,2
14.418288230895996,2
14.337834358215332,2
15.288677215576172,2
14.78775691986084,2
14.922677993774414,2
15.53844928741455,2
15.763042449951172,2
16.425256729125977,2
17.703603744506836,2
17.931270599365234,2
18.480932235717773,2
17.799055099487305,2
19.18572998046875,2
18.294689178466797,2
17.4960994720459,2
17.69713592529297,2
17.0738468170166,2
17.832571029663086,2
17.705480575561523,2
17.500009536743164,2
15.981123924255371,2
13.179375648498535,2
12.768524169921875,2
13.092212677001953,2
16.412694931030273,2
22.512815475463867,2
29.045764923095703,2
26.613046646118164,2
29.897239685058594,2
36.21014404296875,2
39.02376937866211,2
40.556922912597656,2
43.05390548706055,2
44.19552230834961,2
43.268890380859375,2
43.1252555847168,2
42.59259033203125,2
42.844478607177734,2
43.12982177734375,2
46.902687072753906,2
49.9855842590332,2
52.2922248840332,2
53.3885383605957,2
53.78255844116211,2
54.172508239746094,2
54.44383239746094,2
54.98550796508789,2
55.93483352661133,2
55.8234977722168,2
56.194129943847656,2
56.9745979309082,2
56.05153274536133,2
54.96437072753906,2
54.98180389404297,2
54.98029708862305,2
54.89211654663086,2
54.85493469238281,2
54.71779251098633,2
53.27762222290039,2
51.268531799316406,2
48.97768783569336,2
46.70511245727539,2
44.21841812133789,2
40.97087860107422,2
36.06059265136719,2
34.13969039916992,2
28.174846649169922,2
19.21398162841797,2
14.935389518737793,2
10.950556755065918,2
9.601069450378418,2
9.56676197052002,2
9.899986267089844,2
10.023235321044922,2
10.332444190979004,2
10.266840934753418,2
11.288280487060547,2
13.135580062866211,2
15.524995803833008,2
21.259077072143555,2
28.420129776000977,2
32.80299758911133,2
36.1834602355957,2
39.851646423339844,2
41.523590087890625,2
42.17145538330078,2
43.01176834106445,2
43.43043899536133,2
43.67140197753906,2
44.16960906982422,2
45.19150924682617,2
45.58409881591797,2
45.66835021972656,2
45.640777587890625,2
45.56910705566406,2
44.67568588256836,2
42.917327880859375,2
42.31258010864258,2
41.3251953125,2
38.373291015625,2
34.48086166381836,2
32.313072204589844,2
27.592262268066406,2
23.7215576171875,2
25.275470733642578,2
24.094385147094727,2
23.58686637878418,2
23.452091217041016,2
22.664461135864258,2
19.86803436279297,2
17.859439849853516,2
17.484039306640625,2
17.59438705444336,2
